record_id,source,narrative,primary_lsr,secondary_lsr,all_lsrs,label_count,lsr_label_provenance
OILPS_OSHA_02585,OSHA,"While tasked with checking inventory in the warehouse, an employee was stung on the left thigh by an insect. The employee was hospitalized.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0171,IOGP_SPI,"Gas leak in manifold (measurement bridge), in the plant during production bypass to different gas transport 
company. Subsequently, the plant shutdown and blowdown were executed, successfully stopping the leak.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0047,IOGP_SPI,Release occurred from water dump bypass valve.,None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00852,OSHA,An employee was transferring water at high pressure through a hose. The hose failed and a jet of water knocked the employee through the air approximately 150 feet. When the employee landed on the ground he suffered a shoulder injury.,Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02782,OSHA,"An employee arrived at a location to shut some production wells. While walking through the location, the employee tripped on a 1-inch piece of pipe and fell to the ground on their right side. The employee sustained a fractured hip requiring hospitalization.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04028,OSHA,An employee was walking by an equipment battery (tank battery) when a leak occurred around a heater that caused a flash fire. He was wearing flame-resistant clothing and sustained burns to his palms and back.,Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0068,IOGP_SPI,"6” PSV froze open releasing oil, water, and 2,628 KCF gas; spill occurred on private land and will be remediated.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_HPE_0047,IOGP_HPE,"Observed that a Contractor Scaffolder working at 12m height on a Piperack without using his fall protection, 
standing on the hanging scaffold platform without using his double lanyards attached to a suitable anchor point and 
there was no handrail in place for fall prevention.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00427,OSHA,"An employee was working in front of the side boom when the employee tripped and fell. The side boom moved forward several feet, and the boom track ran over the employee, fracturing their right leg and foot.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01023,OSHA,An employee was welding outside when he experienced leg and arm cramps. He was hospitalized due to heat stress and dehydration.,Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0059,IOGP_SPI,"At approximately 3:15 pm on Thursday, July 3rd it was reported that a vacuum truck operator was skimming oil into 
the oil tank. During this process the oil tank started leaking out of the pinhole at the bottom of the silver 2nd oil tank.
Safety performance indicators – Process safety events – 2025 data
45

===PAGE_46===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_03260,OSHA,"An employee was using a high-pressure hose to wash a tank. The valve at the end of the hose broke due to the pressure, causing the hose to then strike the employee in the throat. The employee sustained severe injuries to the pharynx and neck.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01950,OSHA,An employee was struck on the lower left leg by two joints of pipe.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01328,OSHA,"An employee was removing a fitting from an accumulator. Pressure was still in the safety bottle at the time. When he got down to the final threads, the fitting blew off, striking him in the face and neck. He suffered a facial contusion, orbital fracture, eye hematoma, and eyelid and neck lacerations.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04229,OSHA,An employee was testing a breaker that energizes a dryer when the breaker tripped. There was a propane leak from the dryer that went into the conduit and bypassed the conduit sealer that was connected to a Motor Control Center (MCC). The employee contacted the control board and instructed them turned on the dryer when the MCC exploded. The employee sustained an injury and the amputation of his right foot.,Energy Isolation,Bypassing Safety Controls,Energy Isolation; Bypassing Safety Controls,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0067,IOGP_SPI,"Tank thief hatch released 18 bbl oil due to transmitter and pump malfunctions; all oil recovered in containment.
Safety performance indicators – Process safety events – 2025 data
49

===PAGE_50===",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_00230,OSHA,"On or about 3 June 2015, at approximately 1825 hours, an AR Daniel Construction employee was hospitalized due to an injury acquired at the jobsite. The employee was working in a trench under the railroad tracks located at Grand and 3rd street in Amarillo, Texas, when he was struck in the face by a piece of angle iron that was being used to hoist the pipeline that he was working near. The angle iron was inside the pipe, and a line was tied to the angle iron to hoist the pipe up enough for the employee to remove wood planking from underneath it. The angle iron became dislodged and struck him, causing multiple facial fractures and lacerations.",Line of Fire,Safe Mechanical Lifting,Line of Fire; Safe Mechanical Lifting,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02786,OSHA,"An employee was inspecting a pipeline after hydroblasting. The employee was blasted with a sudden burst of high-pressure steam, suffering burns to the shoulders, hands, and knees.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0131,IOGP_SPI,"Lightning strike on tanks, and fire followed.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01664,OSHA,"An employee was driving a side-boom operator across a temporary bridge. The bridge collapsed and the machine rolled slightly and came to rest at about a 45 degree angle. As the employee disconnected his seat belt, he fell from the machine and landed in the creek bed on his back. The fall caused hairline fractures to his scapula and a rib.",Working at Height,,Working at Height,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03833,OSHA,"Three employees were removing a cover from an oil well storage tank. Some of the bolts were corroded, so the employees used an electric grinder to remove the bolts. Sparks from the grinding wheel ignited liquid/fumes inside the tank, causing the tank to explode. One employee received severe burns to over 70% of their body.",Hot Work,,Hot Work,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01473,OSHA,"An employee was taking samples and reading gauges when the sight glass blew out on a flake caustic line. The blow-out caused lacerations to the employee's arm, face, and chest and chemical burns to his face and right hand.",Toxic Gas / Hazardous Substance,,Toxic Gas / Hazardous Substance,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_IOGP_SPI_0129,IOGP_SPI,"Drain valve on air eliminator opened, and spill occurred.",None,,None,0,SOURCE_GROUNDED
OILPS_IOGP_SPI_0009,IOGP_SPI,"23 Sep 2025, 2:58 AM: Pressure drop (~6 psi) was detected during condensate shipping. Operations halted and 
security alerted.
Early Response: 
BY Security Control Room (BYSCR) coordinated with Quick Response Team (QRT), local police, and pipeline officer. 
Foot patrols conducted (6:00–9:45 AM). No abnormality observed; shipping resumed at 11:50 AM after GTCL 
confirmation.
Community Alert & Spill Confirmation (5:15–5:37 PM): 
Community reported condensate smell: shipping stopped. QRT confirmed spill at site.
Escalation: 
5:38 PM: Incident Management Team (IMT) activated; Emergency Response Team (ERT 1) formed at 6:20 PM.
7:04 PM: Significant spill spread to low-lying land and canal waterways. ERT 1 left the necessary preparation, tools/ 
logistics, for incident site at 7:30 pm (2-hour journey).
9:05 PM: Fire breakout reported; ERT 1 diverted to extinguish fire at bridge.
9:10 PM: Fire Service & Civil Defense (FSCD) engaged; fire extinguished by 10:20 PM with joint effort.
Leak Source & Containment:
11:55 PM: Leak source identified (illegal tapping with ball valve); area blocked with heavy soil. 
24 Sep, 12:55 PM: The area was secured, and containment measures were implemented. Eventually, the leak was 
plugged, and 22. bbl condensate was recovered. Approximately 173 bbl condensate spill occurred.
Third party injuries: 
Media reported three community members critically burned during the fire: hospitalized. 
Tragically, three members of a nearby community, despite intensive care, passed away (two on 28 Sep, one on 1 
Oct). The incident resulted in environmental contamination, property damage, and third-party loss of life.",None,,None,0,SOURCE_GROUNDED
OILPS_OSHA_01759,OSHA,"An employee was part of a crew that was attempting to remove a Christmas tree from a well head when a high-pressure release and blowout occurred. The Christmas tree fell on and broke the employee's leg, requiring hospitalization.",Energy Isolation,,Energy Isolation,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_01171,OSHA,"An employee was using a portable grinder with a wire brush wheel to clean a metallic natural gas pipe in preparation for welding. The flow of natural gas had been stopped with a metallic stopper pin. As the employee was using the grinder, the stopper pin became dislodged from a seated position, resulting in a brief ignition of the natural gas. The employee suffered first and second degree burns to the right side of his face and nose.",Line of Fire,Hot Work,Line of Fire; Hot Work,2,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_04104,OSHA,An employee was starting to work on the change of a conveyor belt and experienced symptoms of heat exhaustion due to high temperatures. The employee was hospitalized with heat exhaustion and dehydration.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00584,OSHA,"At 9:00 AM, on 5/10/16, an employee and a coworker were preparing to replace a malfunctioning gauge board on an asphalt tank. They transferred contents from the malfunctioning tank to another tank and shut down the malfunctioning tank. Every energy source was off/locked out. Using an impact wrench, the employee began loosening/removing the bolts holding the manway cover on the tank. After he loosened several bolts, some hot liquid asphalt splashed out from behind the cover onto the concrete pad and onto his hands, arms, and legs. He suffered second and third degree burns to both arms, hands, and legs, requiring hospitalization and surgery.",Confined Space,,Confined Space,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_03483,OSHA,"An employee was painting pipeline risers. After he completed painting, the employee was cleaning the paint sprayer nozzle with mineral spirits (petroleum base solvent used as paint thinner) when his right hand slipped, causing cleaning solvent to inject into the lower front portion of his left middle finger. The employee was hospitalized and had surgery.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02721,OSHA,"An employee was operating a drill press when their glove got caught in the drill, resulting in an amputation of the left pinky finger.",Line of Fire,,Line of Fire,1,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02131,OSHA,"An employee was setting up a board over a 3-foot deep excavation so that he could access the control valve to stop a leak. The employee fell into the excavation that was filled with hot water and suffered burns to the feet, leg and knee.",None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_02225,OSHA,An employee had finished two coke oven charges and was hospitalized for heat exhaustion after his shift.,None,,None,0,PROJECT_ANNOTATED_AI_ASSISTED
OILPS_OSHA_00630,OSHA,"An employee was helping to remove sand from holding tanks during hydraulic fracturing treatment rigging breakdown. A pipe containing an auger was being used to remove sand from a tank. There was an opening at the end to allow the sand to drop from the pipe, and the employee thought the pipe was stopped up. While inspecting the opening, the employee's left-hand index finger was amputated to the distal joint and the middle finger was severely lacerated by the rotating auger inside the pipe.",Safe Mechanical Lifting,,Safe Mechanical Lifting,1,PROJECT_ANNOTATED_AI_ASSISTED
