record_id,source_record_id,incident_text,top_lsr,top_score,second_lsr,second_score,margin,evidence_labels,semantic_score,agreement_state,suggested_action
OILPS_OSHA_01974,2019011012,"An employee was crawling under a truck/trailer to service the water pump PTO when his arm was caught in the rotating PTO driveline, severing his right forearm and requiring hospitalization. nan",Driving,0.699,Line of Fire,0.0488,0.6502,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01978,2019011101,"On January 30, 2019, two employees were attempting to remove a nut from the bolt of a blow-out preventer (BOP) stack with a torque-n-test. The BOP stack was lifting 1-2"" with the pick up line connecte",Safe Mechanical Lifting,0.2267,Energy Isolation,0.089,0.1377,Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01979,2019011143,"An employee was loading an ATV using a winch when the employee's right thumb was caught in the winch, resulting in a partial thumb amputation. nan",Line of Fire,0.9626,Safe Mechanical Lifting,0.9281,0.0345,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01980,2019011175,"An employee was supervising as contractors erected a work-over rig on a drill site. As the floor of the work-over rig was being hoisted, a cable snapped, causing the floor to fall. When the floor stru",Line of Fire,0.0071,Hot Work,0.0007,0.0064,Working at Height,0.55,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01984,2019021246,"An employee was blowing down a vessel through a stinger pipe that was pointing up. As he reached with his right hand and opened the ball valve to release pressure, the stinger pipe swung to the left a",Energy Isolation,0.5079,Safe Mechanical Lifting,0.3499,0.158,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01988,2019021292,"An employee was putting pipe stoppers into a casing block and then onto a pipe rack when one of the casings came loose and rolled onto his right hand, smashing it and requiring hospitalization. The ca",Safe Mechanical Lifting,0.6569,Work Authorization,0.0031,0.6538,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01992,2019021334,An employee was standing near a winch truck that was being used to pull out a workover rig that was stuck in the mud. The winch cable was hooked to a cross member on the rig. The winch truck driver at,Driving,0.9141,Safe Mechanical Lifting,0.8784,0.0357,Driving | Hot Work,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_01997,2019021514,An employee was coming off a fracturing pump when he lost his footing and fell to the ground approximately 17 inches onto this left knee. The fall resulted in a broken left leg just below the knee whi,Working at Height,0.0022,Line of Fire,0.0011,0.0011,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02003,2019021712,An employee was reaching for a rope when his gloved left hand was pulled into a chain and sprocket on the back of a truck. The tip of his index finger was amputated and his middle and ring fingers wer,Safe Mechanical Lifting,0.6269,Driving,0.297,0.3299,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02007,2019021814,An employee's left hand was caught between an assembly machine and the equipment being assembled. His index finger was broken and he was hospitalized. nan,Safe Mechanical Lifting,0.6647,Line of Fire,0.0048,0.6599,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02008,2019021842,An employee was handling a mud pump liner when it shifted. His left little finger was caught between the liner and the mud pump and the tip was amputated. nan,Line of Fire,0.0488,Safe Mechanical Lifting,0.0005,0.0483,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02014,2019021918,An employee was preparing to nipple down a blowout preventer. The fingers on his left hand were caught between a metal door and the latch; the middle and ring fingers were amputated at the first joint,Safe Mechanical Lifting,0.0954,Energy Isolation,0.0056,0.0898,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02016,2019021953,"An employee was working on piping products using a flanging and finishing machine. His left hand was caught between the jaws of the machine and the product, causing the dislocation/fracture of the mid",Safe Mechanical Lifting,0.2353,Working at Height,0.0011,0.2342,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02018,2019022010,An employee was performing rigging operations at a well pad. He was walking on a containment pad walkway that was slippery from a recent rain/snow event. He slipped and fell. He attempted to catch him,Working at Height,0.0388,Safe Mechanical Lifting,0.0112,0.0276,Safe Mechanical Lifting | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02025,2019022110,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to ",Energy Isolation,0.0375,Safe Mechanical Lifting,0.0073,0.0302,Energy Isolation,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02028,2019022178,"An employee used the mandrel as a lift onto the catwalk. The employee missed the catwalk and rode the mandrel all the way around to the other side, striking his head on the steel beam at the bottom of",Energy Isolation,0.5866,Working at Height,0.0161,0.5705,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02034,2019032290,"An employee was monitoring a mud pump and slipped on a slick surface. While bracing for a fall, the employee contacted a belt and pulley on a pump. His right middle finger was lacerated just above the",Driving,0.0064,Line of Fire,0.003,0.0034,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02036,2019032399,"An employee was next to a mini-excavator when its control handles caught his coat. The excavator activated, causing the employee to fall, and its track then ran over and broke his right foot. He was h",Working at Height,0.0323,Hot Work,0.0141,0.0182,Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02042,2019032566,"An employee was assisting with oil well rig-down when the rigging equipment failed. The employee was struck by a sheave, suffering broken vertebrae and ribs. nan",Energy Isolation,0.0086,Safe Mechanical Lifting,0.0035,0.0051,Line of Fire | Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02051,2019032806,An employee was re-dressing a setting tool. The employee's right little finger was caught between the setting sleeve and a mandrel porthole. The tip was amputated. nan,Safe Mechanical Lifting,0.0059,Energy Isolation,0.0009,0.005,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02062,2019033107,An employee fell from the steps of his truck to the ground below. He suffered torn ligaments on both knees. nan,Working at Height,0.9963,Driving,0.9665,0.0298,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02065,2019033190,"An employee was adjusting a hydraulic torque wrench to attach a fluid end when a second employee engaged the high torque controls, resulting in an amputation of the first employee's right middle finge",Energy Isolation,0.6661,Confined Space,0.0085,0.6576,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02066,2019033272,An employee was assisting a forklift driver with moving flanges. The last flange fell over. The employee walked over to stand the flange up. The employee picked up the flange and it slipped from his h,Driving,0.7679,Safe Mechanical Lifting,0.7427,0.0252,Driving,0.75,STRONG_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02068,2019033303,A well tender was putting methanol in a dump-line when the nipple broke off the line. Methanol sprayed into the employee's face and eyes; the employee was hospitalized. nan,Energy Isolation,0.4814,Line of Fire,0.205,0.2764,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02069,2019043344,"An employee was applying pipe dope to a thread on a tool joint. His left hand was caught between a lifting sub and elevators, causing crushing injuries that led to the total amputation of the pinky an",Safe Mechanical Lifting,0.4506,Energy Isolation,0.0051,0.4455,Line of Fire | Safe Mechanical Lifting,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02072,2019043410,An employee was adjusting the installation of a PDC drill bit on a horizontal grinding machine. The grinding wheel started and his right glove and index finger were pulled between the wheel and the su,Hot Work,0.0175,Energy Isolation,0.0078,0.0097,Hot Work,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02075,2019043457,An employee had been attaching barricade tape when their right foot was fractured by a crane's outrigger. nan,Working at Height,0.0026,Driving,0.0017,0.0009,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02079,2019043499,"An employee was unloading a tractor trailer. The load became unstable while the chains were being removed; the employee fell off and was struck by a pipe rack, suffering injuries to both legs. nan",Safe Mechanical Lifting,0.5056,Working at Height,0.0131,0.4925,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02084,2019043654,"An employee was cleaning out a frac tank when a tube came into contact with the opening on top of the tank. The employee's right index finger was crushed, and the tip was medically amputated. nan",Hot Work,0.6096,Working at Height,0.0065,0.6031,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02089,2019043839,"An employee was vacuuming catalyst inside a confined space. A piece of the catalyst rolled down from the pile and struck his leg, breaking the femur. He was hospitalized. nan",Safe Mechanical Lifting,0.021,Working at Height,0.0029,0.0181,Confined Space,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02090,2019043879,"An employee was setting stairs onto a rig platform when the stairs became disconnected from the rig platform, causing the employee to fall 6 feet from the platform and be struck by the stairs. The emp",Working at Height,0.5729,Safe Mechanical Lifting,0.2585,0.3144,Line of Fire | Working at Height,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02106,2019044175,"An employee was using a power swivel to connect pipe when the employee's hand was caught between the swivel and a chain, resulting in finger amputations. nan",Safe Mechanical Lifting,0.4895,Energy Isolation,0.0149,0.4746,Line of Fire,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02110,2019044244,An employee was unloading a mini-excavator from a trailer and broke a bone in their arm. nan,Safe Mechanical Lifting,0.4716,Line of Fire,0.0507,0.4209,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02113,2019044343,"The injured employee was working on the catwalk pedestal of an oil and gas drilling rig. While lifting a single joint of drill pipe, it fell out of the elevator and came down on the injured employee's",Hot Work,0.0036,Safe Mechanical Lifting,0.0034,0.0002,Safe Mechanical Lifting,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02116,2019044371,An employee was driving a mini-roller onto a lowboy trailer when the mini-roller slipped off the trailer and rolled on its side. He struck his head and had his leg semi-pinned by the steering column. ,Safe Mechanical Lifting,0.0013,Energy Isolation,0.001,0.0003,Driving,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02117,2019044381,A crew was in the process of tripping pipe back into the well bore. The elevator failed to latch properly allowing the pipe to fall approximately 4 feet back down to the matting board. The stand of pi,Energy Isolation,0.3192,Hot Work,0.0275,0.2917,Working at Height,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02119,2019054516,"The injured employee was standing next to the drilling piping, holding material over the pipe joint to channel residual mud downward, ready to swing the disconnected piping out of the way. Oil-based d",Energy Isolation,0.5645,Confined Space,0.0136,0.5509,NONE,0.35,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
OILPS_OSHA_02120,2019054562,"An employee was connecting elevators to pipe. He slipped on the wet muddy floor and while trying to catch himself, his right ring finger was caught between elevators and a tool joint at the moment whe",Line of Fire,0.0025,Energy Isolation,0.0005,0.002,Line of Fire,0.75,PARTIAL_AGREEMENT,Manual Review Pending analyst validation.
