record_id,narrative,all_lsrs
OILPS_OSHA_00068,"An employee was injured and hospitalized after stepping into a containment dike sump area. The containment area is approximately 18 inches deep and is siphoned out of the sump with a steam siphon. At the time of the incident, the siphon was plugged in, which resulted in steam being diverted back into the sump and the water being heated. The employee was burned from about his left knee to his left foot.",
OILPS_IOGP_SPI_0017,Gas release due to full bore rupture 4” gas lift near platform.,
OILPS_OSHA_02663,"An employee was applying pipe identification to a pipe moving along a v-roller line. A support frame failed and the pipe fell over, injuring the employee's hips/pelvis and leg.",
OILPS_OSHA_01653,An employee was cutting the coke or removing the coke from the drum to the loading area. Steam was released during the coke cutting process and the employee suffered burns to the neck/jawline and hand/wrist areas.,
OILPS_OSHA_01198,"An employee was using a forklift to move a bale, weighing approximately 1000 lbs., to a c-can for storage. When the employee unsecured the bale from the forklift, the bale fell off the forklift and onto the employee, fracturing his ankles.",Safe Mechanical Lifting
OILPS_OSHA_02048,"On March 15, at 11 a.m., an employee was running a cable to the floor of a pulling unit when the employee was shocked by approximately 1,050 volts DC from the trailer truck. The employee was hospitalized with an electrical shock to the hands.",Driving
OILPS_IOGP_SPI_0158,"The subsea support vessel reported that during ballast removal activities on the Line, diving personnel identified, 
during the 06:00 technical schedule, a loss of containment located 57 cm from the field joint.
Subsequently, while continuing cleaning activities for resizing, a second loss of containment was identified 25 
cm from the field joint, also in the direction of platform. Personnel from the platform carried out operational 
adjustments to reduce the operating pressure of the outlet pipeline from the platform to the terminal from 23 to 20 
kg/cm². The quantification of the iridescence area and volume is in progress, with environmental impact yet to be 
determined.",
OILPS_OSHA_02560,"Three employees were cleaning a heater treater when a gas build-up caused an explosion in the building. Two of the employees received minor injuries; the third was hospitalized, having suffered a severe laceration across the forehead, burns to the face and neck, and a fractured spine.",Hot Work
OILPS_OSHA_03065,"Two employees were trying to adjust a 1,500-pound accumulator. It tipped over and caught one of the employees, breaking his right leg.",
OILPS_IOGP_SPI_0210,"During station shutdown, while troubleshooting on the Emergency Shut Down (ESD) actuator valve to reconfirm 
either it’s opened or closed for readiness of purging activity by bleeding N2 supply to close the ESD actuator valve. 
They reintroduced N2 again to the actuator to open the valve to see whether the indicator of ESD valve change to 
open position. However, the introduction of N2 caused the actuator end cap ejected.",
OILPS_OSHA_01964,"While checking on equipment on the back of a welding truck, an employee fell off the back of the truck to the ground about 36 inches below. The employee suffered multiple fractures and was hospitalized.",Hot Work; Driving
OILPS_OSHA_00673,"An employee was securing a stand of drilling pipe with a chain wrench when the wrench broke and hit his hand, breaking his wrist and finger.",
OILPS_IOGP_SPI_0044,"An operator identified abnormal pressure conditions on a CO2 injection system and confirmed a pipeline failure on a 
CO2 flexpipe segment. The release was isolated and response actions were initiated.",
OILPS_OSHA_02044,An employee was preparing to load asphalt into a truck. The employee was about to line up the hose into the opening of the truck when the asphalt in the tanker flashed causing second degree burns to the employee's face and arms.,Driving
OILPS_OSHA_03181,An employee was sprayed with 12.5 percent sodium hypochlorite when a line burst on a pumping unit. The employee suffered a chemical burn.,Energy Isolation
OILPS_IOGP_HPE_0050,"During space-out of the traveling block to function-test the power tong, the Driller hoisted the traveling block with 
the working string. When the string was about 2 meters above the rig floor, the Driller applied the brake. At that 
moment, the traveling block and working string suddenly moved down to the rig floor. Work string landed on the slip 
and travelling block stopped moving where the brake was activated.",
OILPS_OSHA_03620,"An employee was installing a compressor piston. He tripped and fell backward while the piston was in his lap. As he landed, the little finger of his left hand became caught between the piston and compressor piping resulting in a partial amputation of the fingertip. The employee required stitches and the fingertip was reattached.",
OILPS_IOGP_HPE_0007,"At about 10:30 hours, a company-owned light vehicle in a security convoy travelling veered off the road and collided 
with an electric pole. The driver and accompanying customer were safely evacuated and transported to the Clinic for 
appropriate medical evaluation / attention.",
OILPS_OSHA_04008,"An employee was performing a hot tap. The employee set a completion plug in preparation of removing the completion plug stopple tool. The tool was not completely set, and gas pressure and metal debris were released from the blow out. The employee sustained multiple contusions and abrasions to the chest, neck and face area, loss of eyes, and finger amputations.",Energy Isolation
OILPS_OSHA_02274,An employee was assisting a customer to position a shaker basket on a shaker skid utilizing a forklift operated by the customer. Three of the employee's fingers on the left hand were caught and injured between the shaker basket and the cross support of the shaker skid.,Safe Mechanical Lifting
OILPS_IOGP_SPI_0031,"Crude oil leak from a 6’’ underground line coming from oil well and going to Gathering center. The line was isolated. 
The total volume spilled is 10 bbls.",
OILPS_IOGP_HPE_0036,"A forklift driver’s ankle was struck by a spreader bar during offloading from a truck at the logistics base. There 
were no lifting pockets welded onto the bar. In past lifting operations, the spreader bar had been placed on wooden 
blocks on the truck bed and lifted directly on the forks of a forklift. This time the wooden blocks were not in place. 
The truck driver and the forklift driver decided to lift the spreader bar off the truck by hooking hoisting slings 
attached to the spreader bar and to the forklift forks, crossing them to reduce the length of the slings. During 
hoisting, the spreader bar rotated and swung into the forklift cabin, hitting the driver’s ankle. The forklift cabin door 
had been left open to improve communication between the drivers.",
OILPS_IOGP_FATAL_0193,"The contractor worker, 50 years old, while performing activities on an 18” floating gate valve located at the inlet 
line to separator at the Gas Transportation Processing Centre, was struck by a metal element in the right front hip. 
He was transported to the clinic located outside the facility, where the on-duty physician declared him deceased at 
10:30 h.",
OILPS_OSHA_03409,"An employee was opening a hatch on a bulk cement truck when pressure inside of the truck caused the hatch cover to slide off and up, striking the employee. The employee sustained a non-displaced pelvis fracture, a right linear temporal fracture and a subdural hematoma.",Energy Isolation; Driving
